algorithm,ms,n,input,input-num
Powersort+MinRun=32,400.117162,1000000,random-permutations,1
Powersort+MinRun=32,394.100055,1000000,random-permutations,2
Powersort+MinRun=32,395.297614,1000000,random-permutations,3
Powersort+MinRun=32,404.141486,1000000,random-permutations,4
Powersort+MinRun=32,411.351266,1000000,random-permutations,5
Powersort+MinRun=32,430.940602,1000000,random-permutations,6
Powersort+MinRun=32,385.805829,1000000,random-permutations,7
Powersort+MinRun=32,393.542871,1000000,random-permutations,8
Powersort+MinRun=32,384.14178,1000000,random-permutations,9
Powersort+MinRun=32,390.225318,1000000,random-permutations,10
Powersort+MinRun=32,369.676126,1000000,random-permutations,11
Powersort+MinRun=32,400.916742,1000000,random-permutations,12
Powersort+MinRun=32,391.412132,1000000,random-permutations,13
Powersort+MinRun=32,401.703895,1000000,random-permutations,14
Powersort+MinRun=32,385.614607,1000000,random-permutations,15
Powersort+MinRun=32,390.952473,1000000,random-permutations,16
Powersort+MinRun=32,391.816277,1000000,random-permutations,17
Powersort+MinRun=32,395.356402,1000000,random-permutations,18
Powersort+MinRun=32,391.201635,1000000,random-permutations,19
Powersort+MinRun=32,392.385452,1000000,random-permutations,20
Powersort+MinRun=32,398.737257,1000000,random-permutations,21
Powersort+MinRun=32,389.135181,1000000,random-permutations,22
Powersort+MinRun=32,394.156661,1000000,random-permutations,23
Powersort+MinRun=32,391.763411,1000000,random-permutations,24
Powersort+MinRun=32,471.646305,1000000,random-permutations,25
Powersort+MinRun=32,395.952603,1000000,random-permutations,26
Powersort+MinRun=32,393.63445,1000000,random-permutations,27
Powersort+MinRun=32,401.403372,1000000,random-permutations,28
Powersort+MinRun=32,409.466867,1000000,random-permutations,29
Powersort+MinRun=32,504.676393,1000000,random-permutations,30
Powersort+MinRun=32,391.087342,1000000,random-permutations,31
Powersort+MinRun=32,416.603277,1000000,random-permutations,32
Powersort+MinRun=32,390.252984,1000000,random-permutations,33
Powersort+MinRun=32,390.513791,1000000,random-permutations,34
Powersort+MinRun=32,399.830058,1000000,random-permutations,35
Powersort+MinRun=32,394.184078,1000000,random-permutations,36
Powersort+MinRun=32,392.903406,1000000,random-permutations,37
Powersort+MinRun=32,398.920164,1000000,random-permutations,38
Powersort+MinRun=32,390.853484,1000000,random-permutations,39
Powersort+MinRun=32,384.31222,1000000,random-permutations,40
Powersort+MinRun=32,388.242982,1000000,random-permutations,41
Powersort+MinRun=32,386.334268,1000000,random-permutations,42
Powersort+MinRun=32,489.863728,1000000,random-permutations,43
Powersort+MinRun=32,417.248932,1000000,random-permutations,44
Powersort+MinRun=32,391.730545,1000000,random-permutations,45
Powersort+MinRun=32,371.064122,1000000,random-permutations,46
Powersort+MinRun=32,390.631677,1000000,random-permutations,47
Powersort+MinRun=32,396.410643,1000000,random-permutations,48
Powersort+MinRun=32,397.436188,1000000,random-permutations,49
Powersort+MinRun=32,389.178426,1000000,random-permutations,50
Powersort+MinRun=32,393.396856,1000000,random-permutations,51
Powersort+MinRun=32,388.971536,1000000,random-permutations,52
Powersort+MinRun=32,409.025764,1000000,random-permutations,53
Powersort+MinRun=32,361.381337,1000000,random-permutations,54
Powersort+MinRun=32,409.183224,1000000,random-permutations,55
Powersort+MinRun=32,396.093298,1000000,random-permutations,56
Powersort+MinRun=32,392.796404,1000000,random-permutations,57
Powersort+MinRun=32,409.156075,1000000,random-permutations,58
Powersort+MinRun=32,406.669011,1000000,random-permutations,59
Powersort+MinRun=32,397.735119,1000000,random-permutations,60
Powersort+MinRun=32,380.251606,1000000,random-permutations,61
Powersort+MinRun=32,398.761955,1000000,random-permutations,62
Powersort+MinRun=32,409.747692,1000000,random-permutations,63
Powersort+MinRun=32,425.882538,1000000,random-permutations,64
Powersort+MinRun=32,392.670168,1000000,random-permutations,65
Powersort+MinRun=32,405.876726,1000000,random-permutations,66
Powersort+MinRun=32,408.167922,1000000,random-permutations,67
Powersort+MinRun=32,408.460977,1000000,random-permutations,68
Powersort+MinRun=32,405.056261,1000000,random-permutations,69
Powersort+MinRun=32,461.640408,1000000,random-permutations,70
Powersort+MinRun=32,432.146364,1000000,random-permutations,71
Powersort+MinRun=32,399.349336,1000000,random-permutations,72
Powersort+MinRun=32,419.408899,1000000,random-permutations,73
Powersort+MinRun=32,400.925927,1000000,random-permutations,74
Powersort+MinRun=32,539.901255,1000000,random-permutations,75
Powersort+MinRun=32,385.526428,1000000,random-permutations,76
Powersort+MinRun=32,399.655091,1000000,random-permutations,77
Powersort+MinRun=32,385.928207,1000000,random-permutations,78
Powersort+MinRun=32,394.37289,1000000,random-permutations,79
Powersort+MinRun=32,397.858235,1000000,random-permutations,80
Powersort+MinRun=32,406.711222,1000000,random-permutations,81
Powersort+MinRun=32,399.364697,1000000,random-permutations,82
Powersort+MinRun=32,393.133496,1000000,random-permutations,83
Powersort+MinRun=32,391.614043,1000000,random-permutations,84
Powersort+MinRun=32,411.719516,1000000,random-permutations,85
Powersort+MinRun=32,407.397776,1000000,random-permutations,86
Powersort+MinRun=32,395.22069,1000000,random-permutations,87
Powersort+MinRun=32,381.979952,1000000,random-permutations,88
