algorithm,ms,n,input,input-num
Powersort,392.656881,1000000,random-permutations,1
Powersort,407.306388,1000000,random-permutations,2
Powersort,394.700089,1000000,random-permutations,3
Powersort,401.0435,1000000,random-permutations,4
Powersort,530.232678,1000000,random-permutations,5
Powersort,391.189679,1000000,random-permutations,6
Powersort,390.857843,1000000,random-permutations,7
Powersort,391.436452,1000000,random-permutations,8
Powersort,402.231173,1000000,random-permutations,9
Powersort,400.675639,1000000,random-permutations,10
Powersort,406.882355,1000000,random-permutations,11
Powersort,652.897857,1000000,random-permutations,12
Powersort,547.673228,1000000,random-permutations,13
Powersort,534.710798,1000000,random-permutations,14
Powersort,398.377979,1000000,random-permutations,15
Powersort,1721.113202,1000000,random-permutations,16
Powersort,2309.522668,1000000,random-permutations,17
Powersort,1948.209982,1000000,random-permutations,18
Powersort,1963.211865,1000000,random-permutations,19
Powersort,802.45468,1000000,random-permutations,20
Powersort,787.825406,1000000,random-permutations,21
Powersort,1479.65962,1000000,random-permutations,22
Powersort,1082.274782,1000000,random-permutations,23
Powersort,857.979096,1000000,random-permutations,24
Powersort,667.601634,1000000,random-permutations,25
Powersort,429.248829,1000000,random-permutations,26
Powersort,424.896365,1000000,random-permutations,27
Powersort,432.353736,1000000,random-permutations,28
Powersort,426.13779,1000000,random-permutations,29
Powersort,410.430909,1000000,random-permutations,30
Powersort,425.628482,1000000,random-permutations,31
Powersort,412.625753,1000000,random-permutations,32
Powersort,445.107444,1000000,random-permutations,33
Powersort,411.352946,1000000,random-permutations,34
Powersort,444.760678,1000000,random-permutations,35
Powersort,516.707392,1000000,random-permutations,36
Powersort,419.889564,1000000,random-permutations,37
Powersort,406.042438,1000000,random-permutations,38
Powersort,409.042235,1000000,random-permutations,39
Powersort,398.566422,1000000,random-permutations,40
Powersort,978.514774,1000000,random-permutations,41
Powersort,424.243577,1000000,random-permutations,42
Powersort,420.044129,1000000,random-permutations,43
Powersort,402.300356,1000000,random-permutations,44
Powersort,424.292396,1000000,random-permutations,45
Powersort,420.485528,1000000,random-permutations,46
Powersort,408.880314,1000000,random-permutations,47
Powersort,422.907133,1000000,random-permutations,48
Powersort,378.426604,1000000,random-permutations,49
Powersort,398.513642,1000000,random-permutations,50
Powersort,402.655167,1000000,random-permutations,51
Powersort,401.361264,1000000,random-permutations,52
Powersort,377.077127,1000000,random-permutations,53
Powersort,391.489771,1000000,random-permutations,54
Powersort,436.331484,1000000,random-permutations,55
Powersort,370.80547,1000000,random-permutations,56
Powersort,394.66921,1000000,random-permutations,57
Powersort,411.855479,1000000,random-permutations,58
Powersort,395.657021,1000000,random-permutations,59
Powersort,397.665274,1000000,random-permutations,60
Powersort,400.470499,1000000,random-permutations,61
Powersort,402.214405,1000000,random-permutations,62
Powersort,392.403088,1000000,random-permutations,63
Powersort,398.39128,1000000,random-permutations,64
Powersort,415.648528,1000000,random-permutations,65
Powersort,413.982206,1000000,random-permutations,66
Powersort,397.951411,1000000,random-permutations,67
Powersort,419.096885,1000000,random-permutations,68
Powersort,404.910079,1000000,random-permutations,69
Powersort,399.235813,1000000,random-permutations,70
Powersort,400.199385,1000000,random-permutations,71
Powersort,401.256223,1000000,random-permutations,72
Powersort,391.20096,1000000,random-permutations,73
Powersort,397.762683,1000000,random-permutations,74
Powersort,395.84926,1000000,random-permutations,75
Powersort,392.425554,1000000,random-permutations,76
Powersort,400.909117,1000000,random-permutations,77
Powersort,395.104848,1000000,random-permutations,78
Powersort,398.266034,1000000,random-permutations,79
Powersort,412.539996,1000000,random-permutations,80
Powersort,398.002828,1000000,random-permutations,81
Powersort,382.394336,1000000,random-permutations,82
Powersort,391.432578,1000000,random-permutations,83
Powersort,403.308615,1000000,random-permutations,84
Powersort,402.700564,1000000,random-permutations,85
Powersort,395.287554,1000000,random-permutations,86
Powersort,427.028703,1000000,random-permutations,87
Powersort,390.663293,1000000,random-permutations,88
Powersort,392.642086,1000000,random-permutations,89
Powersort,422.662949,1000000,random-permutations,90
Powersort,414.081301,1000000,random-permutations,91
Powersort,394.236186,1000000,random-permutations,92
Powersort,473.312993,1000000,random-permutations,93
Powersort,424.249018,1000000,random-permutations,94
Powersort,394.173619,1000000,random-permutations,95
Powersort,397.498257,1000000,random-permutations,96
Powersort,417.009477,1000000,random-permutations,97
Powersort,393.391986,1000000,random-permutations,98
Powersort,402.471887,1000000,random-permutations,99
Finished input type: random-permutations Average ms: 514.7402167500001Fastest time (ms): 370.80547
Powersort,365.280784,1000000,runs-with-exp-len-10,1
Powersort,363.009318,1000000,runs-with-exp-len-10,2
Powersort,346.52977,1000000,runs-with-exp-len-10,3
Powersort,360.929626,1000000,runs-with-exp-len-10,4
Powersort,352.866376,1000000,runs-with-exp-len-10,5
Powersort,660.55325,1000000,runs-with-exp-len-10,6
Powersort,391.399838,1000000,runs-with-exp-len-10,7
Powersort,376.97781,1000000,runs-with-exp-len-10,8
Powersort,364.381293,1000000,runs-with-exp-len-10,9
Powersort,384.876838,1000000,runs-with-exp-len-10,10
Powersort,355.820885,1000000,runs-with-exp-len-10,11
Powersort,355.157518,1000000,runs-with-exp-len-10,12
Powersort,1712.595479,1000000,runs-with-exp-len-10,13
Powersort,1775.356108,1000000,runs-with-exp-len-10,14
Powersort,1764.011087,1000000,runs-with-exp-len-10,15
Powersort,1607.553991,1000000,runs-with-exp-len-10,16
Powersort,634.205394,1000000,runs-with-exp-len-10,17
Powersort,1027.803465,1000000,runs-with-exp-len-10,18
Powersort,1149.374231,1000000,runs-with-exp-len-10,19
Powersort,681.5272,1000000,runs-with-exp-len-10,20
Powersort,973.478858,1000000,runs-with-exp-len-10,21
Powersort,540.386502,1000000,runs-with-exp-len-10,22
Powersort,656.176047,1000000,runs-with-exp-len-10,23
Powersort,805.341253,1000000,runs-with-exp-len-10,24
Powersort,370.804633,1000000,runs-with-exp-len-10,25
Powersort,397.90007,1000000,runs-with-exp-len-10,26
Powersort,357.002573,1000000,runs-with-exp-len-10,27
Powersort,364.238215,1000000,runs-with-exp-len-10,28
Powersort,379.146315,1000000,runs-with-exp-len-10,29
Powersort,543.960813,1000000,runs-with-exp-len-10,30
Powersort,673.454379,1000000,runs-with-exp-len-10,31
Powersort,386.76579,1000000,runs-with-exp-len-10,32
Powersort,410.671427,1000000,runs-with-exp-len-10,33
Powersort,442.083786,1000000,runs-with-exp-len-10,34
Powersort,384.805256,1000000,runs-with-exp-len-10,35
Powersort,402.968258,1000000,runs-with-exp-len-10,36
Powersort,407.759091,1000000,runs-with-exp-len-10,37
Powersort,378.048609,1000000,runs-with-exp-len-10,38
Powersort,373.250501,1000000,runs-with-exp-len-10,39
Powersort,357.618045,1000000,runs-with-exp-len-10,40
Powersort,360.002578,1000000,runs-with-exp-len-10,41
Powersort,387.457073,1000000,runs-with-exp-len-10,42
Powersort,369.715053,1000000,runs-with-exp-len-10,43
Powersort,392.919307,1000000,runs-with-exp-len-10,44
Powersort,479.420456,1000000,runs-with-exp-len-10,45
