algorithm,ms,n,input,input-num
Powersort+timsortTempSizing,388.647711,1000000,runs-with-exp-len-10,41
Powersort+timsortTempSizing,365.587516,1000000,runs-with-exp-len-10,42
Powersort+timsortTempSizing,371.156067,1000000,runs-with-exp-len-10,43
Powersort+timsortTempSizing,361.765572,1000000,runs-with-exp-len-10,44
Powersort+timsortTempSizing,363.294524,1000000,runs-with-exp-len-10,45
Powersort+timsortTempSizing,360.708959,1000000,runs-with-exp-len-10,46
Powersort+timsortTempSizing,359.279946,1000000,runs-with-exp-len-10,47
Powersort+timsortTempSizing,357.363149,1000000,runs-with-exp-len-10,48
Powersort+timsortTempSizing,426.792899,1000000,runs-with-exp-len-10,49
Powersort+timsortTempSizing,360.768196,1000000,runs-with-exp-len-10,50
Powersort+timsortTempSizing,375.244712,1000000,runs-with-exp-len-10,51
Powersort+timsortTempSizing,353.469799,1000000,runs-with-exp-len-10,52
Powersort+timsortTempSizing,349.073843,1000000,runs-with-exp-len-10,53
Powersort+timsortTempSizing,350.426218,1000000,runs-with-exp-len-10,54
Powersort+timsortTempSizing,375.566434,1000000,runs-with-exp-len-10,55
Powersort+timsortTempSizing,350.295555,1000000,runs-with-exp-len-10,56
Powersort+timsortTempSizing,356.116471,1000000,runs-with-exp-len-10,57
Powersort+timsortTempSizing,391.634164,1000000,runs-with-exp-len-10,58
Powersort+timsortTempSizing,621.025533,1000000,runs-with-exp-len-10,59
Powersort+timsortTempSizing,446.259965,1000000,runs-with-exp-len-10,60
Powersort+timsortTempSizing,373.984105,1000000,runs-with-exp-len-10,61
Powersort+timsortTempSizing,344.563166,1000000,runs-with-exp-len-10,62
Powersort+timsortTempSizing,350.230359,1000000,runs-with-exp-len-10,63
Powersort+timsortTempSizing,365.040777,1000000,runs-with-exp-len-10,64
Powersort+timsortTempSizing,356.944176,1000000,runs-with-exp-len-10,65
Powersort+timsortTempSizing,371.44257,1000000,runs-with-exp-len-10,66
Powersort+timsortTempSizing,357.908333,1000000,runs-with-exp-len-10,67
Powersort+timsortTempSizing,355.17197,1000000,runs-with-exp-len-10,68
Powersort+timsortTempSizing,379.212059,1000000,runs-with-exp-len-10,69
Powersort+timsortTempSizing,404.42384,1000000,runs-with-exp-len-10,70
Powersort+timsortTempSizing,426.812509,1000000,runs-with-exp-len-10,71
Powersort+timsortTempSizing,357.492511,1000000,runs-with-exp-len-10,72
Powersort+timsortTempSizing,363.303326,1000000,runs-with-exp-len-10,73
Powersort+timsortTempSizing,360.138844,1000000,runs-with-exp-len-10,74
Powersort+timsortTempSizing,366.549019,1000000,runs-with-exp-len-10,75
Powersort+timsortTempSizing,358.294981,1000000,runs-with-exp-len-10,76
Powersort+timsortTempSizing,354.222199,1000000,runs-with-exp-len-10,77
Powersort+timsortTempSizing,350.201498,1000000,runs-with-exp-len-10,78
Powersort+timsortTempSizing,353.116705,1000000,runs-with-exp-len-10,79
Powersort+timsortTempSizing,354.80423,1000000,runs-with-exp-len-10,80
Powersort+timsortTempSizing,344.418944,1000000,runs-with-exp-len-10,81
Powersort+timsortTempSizing,348.375971,1000000,runs-with-exp-len-10,82
Powersort+timsortTempSizing,383.717223,1000000,runs-with-exp-len-10,83
Powersort+timsortTempSizing,359.713459,1000000,runs-with-exp-len-10,84
Powersort+timsortTempSizing,353.888446,1000000,runs-with-exp-len-10,85
Powersort+timsortTempSizing,350.947735,1000000,runs-with-exp-len-10,86
Powersort+timsortTempSizing,348.906195,1000000,runs-with-exp-len-10,87
Powersort+timsortTempSizing,353.707037,1000000,runs-with-exp-len-10,88
Powersort+timsortTempSizing,353.155818,1000000,runs-with-exp-len-10,89
Powersort+timsortTempSizing,353.103524,1000000,runs-with-exp-len-10,90
Powersort+timsortTempSizing,360.9758,1000000,runs-with-exp-len-10,91
Powersort+timsortTempSizing,350.807203,1000000,runs-with-exp-len-10,92
Powersort+timsortTempSizing,378.482694,1000000,runs-with-exp-len-10,93
Powersort+timsortTempSizing,382.43747,1000000,runs-with-exp-len-10,94
Powersort+timsortTempSizing,517.205744,1000000,runs-with-exp-len-10,95
Powersort+timsortTempSizing,411.621972,1000000,runs-with-exp-len-10,96
Powersort+timsortTempSizing,367.696858,1000000,runs-with-exp-len-10,97
Powersort+timsortTempSizing,528.150457,1000000,runs-with-exp-len-10,98
Powersort+timsortTempSizing,386.695009,1000000,runs-with-exp-len-10,99
Finished input type: runs-with-exp-len-10 Average ms: 366.65437497Fastest time (ms): 336.288189
#finished: -2023-04-09_16-11-08
