algorithm,ms,n,input,input-num,merge-cost,comparison-cost
Timsort,393.531582,1000000,random-permutations,1,0,19641018
Timsort,400.057338,1000000,random-permutations,2,0,19640904
Timsort,393.210221,1000000,random-permutations,3,0,19639857
Timsort,411.350787,1000000,random-permutations,4,0,19641304
Timsort,394.951653,1000000,random-permutations,5,0,19640976
Timsort,384.198878,1000000,random-permutations,6,0,19640827
Timsort,379.982977,1000000,random-permutations,7,0,19641291
Timsort,401.854239,1000000,random-permutations,8,0,19640255
Timsort,426.295336,1000000,random-permutations,9,0,19641130
Timsort,422.845485,1000000,random-permutations,10,0,19641044
Timsort,490.519101,1000000,random-permutations,11,0,19641053
Timsort,747.112393,1000000,random-permutations,12,0,19641000
Timsort,452.935407,1000000,random-permutations,13,0,19640502
Timsort,437.800294,1000000,random-permutations,14,0,19640576
Timsort,551.652971,1000000,random-permutations,15,0,19641147
Timsort,485.345397,1000000,random-permutations,16,0,19640384
Timsort,455.266877,1000000,random-permutations,17,0,19640192
Timsort,425.752718,1000000,random-permutations,18,0,19641111
Timsort,430.815384,1000000,random-permutations,19,0,19640680
Timsort,434.881095,1000000,random-permutations,20,0,19640482
Timsort,417.050152,1000000,random-permutations,21,0,19640591
Timsort,420.711689,1000000,random-permutations,22,0,19640296
Timsort,409.369976,1000000,random-permutations,23,0,19641277
Timsort,457.793522,1000000,random-permutations,24,0,19640883
Timsort,406.722308,1000000,random-permutations,25,0,19641044
Timsort,406.755719,1000000,random-permutations,26,0,19640133
Timsort,412.745528,1000000,random-permutations,27,0,19640579
Timsort,410.457092,1000000,random-permutations,28,0,19640687
Timsort,441.135706,1000000,random-permutations,29,0,19640425
Timsort,417.922618,1000000,random-permutations,30,0,19640636
Timsort,412.734602,1000000,random-permutations,31,0,19640206
Timsort,410.395474,1000000,random-permutations,32,0,19640644
Timsort,396.869673,1000000,random-permutations,33,0,19640308
Timsort,419.260052,1000000,random-permutations,34,0,19640370
Timsort,407.84498,1000000,random-permutations,35,0,19641187
Timsort,412.466208,1000000,random-permutations,36,0,19640732
Timsort,413.565291,1000000,random-permutations,37,0,19640186
Timsort,404.450818,1000000,random-permutations,38,0,19641769
Timsort,400.082855,1000000,random-permutations,39,0,19640145
Timsort,413.19115,1000000,random-permutations,40,0,19640062
Timsort,423.284189,1000000,random-permutations,41,0,19640529
Timsort,472.892072,1000000,random-permutations,42,0,19640845
Timsort,391.84896,1000000,random-permutations,43,0,19640755
Timsort,405.330534,1000000,random-permutations,44,0,19640650
Timsort,430.81449,1000000,random-permutations,45,0,19640895
Timsort,402.777198,1000000,random-permutations,46,0,19640121
Timsort,468.924528,1000000,random-permutations,47,0,19640677
Timsort,407.59475,1000000,random-permutations,48,0,19641399
Timsort,415.373373,1000000,random-permutations,49,0,19640885
Timsort,413.118076,1000000,random-permutations,50,0,19640535
Timsort,429.202971,1000000,random-permutations,51,0,19640784
Timsort,412.391881,1000000,random-permutations,52,0,19640718
Timsort,408.321023,1000000,random-permutations,53,0,19640059
Timsort,398.326646,1000000,random-permutations,54,0,19639948
Timsort,433.956816,1000000,random-permutations,55,0,19640188
Timsort,410.518243,1000000,random-permutations,56,0,19640485
Timsort,432.757017,1000000,random-permutations,57,0,19640786
Timsort,441.812229,1000000,random-permutations,58,0,19640122
Timsort,403.764086,1000000,random-permutations,59,0,19640159
Timsort,426.466311,1000000,random-permutations,60,0,19640730
Timsort,405.186978,1000000,random-permutations,61,0,19641677
Timsort,401.358094,1000000,random-permutations,62,0,19639684
Timsort,420.34145,1000000,random-permutations,63,0,19641284
Timsort,424.951396,1000000,random-permutations,64,0,19640206
Timsort,399.933786,1000000,random-permutations,65,0,19640088
Timsort,410.120806,1000000,random-permutations,66,0,19641400
Timsort,418.629761,1000000,random-permutations,67,0,19640361
Timsort,391.245929,1000000,random-permutations,68,0,19639747
Timsort,415.585786,1000000,random-permutations,69,0,19640972
Timsort,428.432734,1000000,random-permutations,70,0,19639809
Timsort,397.251497,1000000,random-permutations,71,0,19640527
Timsort,419.641641,1000000,random-permutations,72,0,19640954
Timsort,411.230488,1000000,random-permutations,73,0,19640256
Timsort,420.441598,1000000,random-permutations,74,0,19640521
Timsort,438.043851,1000000,random-permutations,75,0,19640751
