algorithm,ms,n,input,input-num,merge-cost,comparison-cost
Powersort+xint,0.030727,100,runs-with-exp-len-1000,1,0,198
Powersort+xint,0.03502,100,runs-with-exp-len-1000,2,0,198
Powersort+xint,0.007361,100,runs-with-exp-len-1000,3,0,198
Powersort+xint,0.006689,100,runs-with-exp-len-1000,4,0,198
Powersort+xint,0.006761,100,runs-with-exp-len-1000,5,0,198
Powersort+xint,0.008195,100,runs-with-exp-len-1000,6,0,198
Powersort+xint,0.006526,100,runs-with-exp-len-1000,7,0,198
Powersort+xint,0.015811,100,runs-with-exp-len-1000,8,0,198
Powersort+xint,0.006495,100,runs-with-exp-len-1000,9,0,198
Powersort+xint,0.006503,100,runs-with-exp-len-1000,10,0,198
Powersort+xint,0.007483,100,runs-with-exp-len-1000,11,0,198
Powersort+xint,0.006467,100,runs-with-exp-len-1000,12,0,198
Powersort+xint,0.006403,100,runs-with-exp-len-1000,13,0,198
Powersort+xint,0.00637,100,runs-with-exp-len-1000,14,0,198
Powersort+xint,0.006562,100,runs-with-exp-len-1000,15,0,198
Powersort+xint,0.006527,100,runs-with-exp-len-1000,16,0,198
Powersort+xint,0.006377,100,runs-with-exp-len-1000,17,0,198
Powersort+xint,0.007474,100,runs-with-exp-len-1000,18,0,198
Powersort+xint,0.006404,100,runs-with-exp-len-1000,19,0,198
Powersort+xint,0.006416,100,runs-with-exp-len-1000,20,0,198
Powersort+xint,0.006328,100,runs-with-exp-len-1000,21,0,198
Powersort+xint,0.006325,100,runs-with-exp-len-1000,22,0,198
Powersort+xint,0.006415,100,runs-with-exp-len-1000,23,0,198
Powersort+xint,0.006301,100,runs-with-exp-len-1000,24,0,198
Powersort+xint,0.006691,100,runs-with-exp-len-1000,25,0,198
Powersort+xint,0.024392,100,runs-with-exp-len-1000,26,0,198
Powersort+xint,0.006942,100,runs-with-exp-len-1000,27,0,198
Powersort+xint,0.120417,100,runs-with-exp-len-1000,28,100,283
Powersort+xint,0.011866,100,runs-with-exp-len-1000,29,0,198
Powersort+xint,0.009068,100,runs-with-exp-len-1000,30,0,198
Powersort+xint,0.010234,100,runs-with-exp-len-1000,31,0,198
Powersort+xint,0.011918,100,runs-with-exp-len-1000,32,0,198
Powersort+xint,0.007559,100,runs-with-exp-len-1000,33,0,198
Powersort+xint,0.013681,100,runs-with-exp-len-1000,34,0,198
Powersort+xint,0.008301,100,runs-with-exp-len-1000,35,0,198
Powersort+xint,0.012489,100,runs-with-exp-len-1000,36,0,198
Powersort+xint,0.008436,100,runs-with-exp-len-1000,37,0,198
Powersort+xint,0.013172,100,runs-with-exp-len-1000,38,0,198
Powersort+xint,0.008592,100,runs-with-exp-len-1000,39,0,198
Powersort+xint,0.006558,100,runs-with-exp-len-1000,40,0,198
Powersort+xint,0.00665,100,runs-with-exp-len-1000,41,0,198
Powersort+xint,0.006489,100,runs-with-exp-len-1000,42,0,198
Powersort+xint,0.006498,100,runs-with-exp-len-1000,43,0,198
Powersort+xint,0.016653,100,runs-with-exp-len-1000,44,0,198
