algorithm,ms,n,input,input-num,merge-cost,comparison-cost
Timsort+xint,0.049728,100,runs-with-exp-len-1000,1,0,198
Timsort+xint,0.039259,100,runs-with-exp-len-1000,2,0,198
Timsort+xint,0.007043,100,runs-with-exp-len-1000,3,0,198
Timsort+xint,0.006097,100,runs-with-exp-len-1000,4,0,198
Timsort+xint,0.006286,100,runs-with-exp-len-1000,5,0,198
Timsort+xint,0.007305,100,runs-with-exp-len-1000,6,0,198
Timsort+xint,0.00583,100,runs-with-exp-len-1000,7,0,198
Timsort+xint,0.005721,100,runs-with-exp-len-1000,8,0,198
Timsort+xint,0.005756,100,runs-with-exp-len-1000,9,0,198
Timsort+xint,0.005533,100,runs-with-exp-len-1000,10,0,198
Timsort+xint,0.017634,100,runs-with-exp-len-1000,11,0,198
Timsort+xint,0.005963,100,runs-with-exp-len-1000,12,0,198
Timsort+xint,0.005736,100,runs-with-exp-len-1000,13,0,198
Timsort+xint,0.005603,100,runs-with-exp-len-1000,14,0,198
Timsort+xint,0.005541,100,runs-with-exp-len-1000,15,0,198
Timsort+xint,0.005676,100,runs-with-exp-len-1000,16,0,198
Timsort+xint,0.005717,100,runs-with-exp-len-1000,17,0,198
Timsort+xint,0.005651,100,runs-with-exp-len-1000,18,0,198
Timsort+xint,0.005592,100,runs-with-exp-len-1000,19,0,198
Timsort+xint,0.005649,100,runs-with-exp-len-1000,20,0,198
Timsort+xint,0.005673,100,runs-with-exp-len-1000,21,0,198
Timsort+xint,0.007067,100,runs-with-exp-len-1000,22,0,198
Timsort+xint,0.005803,100,runs-with-exp-len-1000,23,0,198
Timsort+xint,0.006534,100,runs-with-exp-len-1000,24,0,198
Timsort+xint,0.005713,100,runs-with-exp-len-1000,25,0,198
Timsort+xint,0.005672,100,runs-with-exp-len-1000,26,0,198
Timsort+xint,0.005847,100,runs-with-exp-len-1000,27,0,198
Timsort+xint,0.113353,100,runs-with-exp-len-1000,28,100,283
Timsort+xint,0.005705,100,runs-with-exp-len-1000,29,0,198
Timsort+xint,0.005659,100,runs-with-exp-len-1000,30,0,198
Timsort+xint,0.005369,100,runs-with-exp-len-1000,31,0,198
Timsort+xint,0.006679,100,runs-with-exp-len-1000,32,0,198
Timsort+xint,0.005602,100,runs-with-exp-len-1000,33,0,198
Timsort+xint,0.005417,100,runs-with-exp-len-1000,34,0,198
Timsort+xint,0.005494,100,runs-with-exp-len-1000,35,0,198
Timsort+xint,0.005577,100,runs-with-exp-len-1000,36,0,198
Timsort+xint,0.00556,100,runs-with-exp-len-1000,37,0,198
Timsort+xint,0.005603,100,runs-with-exp-len-1000,38,0,198
Timsort+xint,0.005547,100,runs-with-exp-len-1000,39,0,198
Timsort+xint,0.005561,100,runs-with-exp-len-1000,40,0,198
Timsort+xint,0.005536,100,runs-with-exp-len-1000,41,0,198
Timsort+xint,0.005725,100,runs-with-exp-len-1000,42,0,198
Timsort+xint,0.0067,100,runs-with-exp-len-1000,43,0,198
Timsort+xint,0.005588,100,runs-with-exp-len-1000,44,0,198
Timsort+xint,0.00552,100,runs-with-exp-len-1000,45,0,198
Timsort+xint,0.042528,100,runs-with-exp-len-1000,46,100,292
Timsort+xint,0.005707,100,runs-with-exp-len-1000,47,0,198
Timsort+xint,0.005604,100,runs-with-exp-len-1000,48,0,198
Timsort+xint,0.00554,100,runs-with-exp-len-1000,49,0,198
Timsort+xint,0.005365,100,runs-with-exp-len-1000,50,0,198
Timsort+xint,0.005492,100,runs-with-exp-len-1000,51,0,198
Timsort+xint,0.005639,100,runs-with-exp-len-1000,52,0,198
Timsort+xint,0.006612,100,runs-with-exp-len-1000,53,0,198
Timsort+xint,0.005606,100,runs-with-exp-len-1000,54,0,198
Timsort+xint,0.005544,100,runs-with-exp-len-1000,55,0,198
Timsort+xint,0.005535,100,runs-with-exp-len-1000,56,0,198
Timsort+xint,0.005586,100,runs-with-exp-len-1000,57,0,198
Timsort+xint,0.006382,100,runs-with-exp-len-1000,58,0,198
Timsort+xint,0.005628,100,runs-with-exp-len-1000,59,0,198
Timsort+xint,0.005697,100,runs-with-exp-len-1000,60,0,198
Timsort+xint,0.047429,100,runs-with-exp-len-1000,61,100,260
Timsort+xint,0.005603,100,runs-with-exp-len-1000,62,0,198
Timsort+xint,0.005647,100,runs-with-exp-len-1000,63,0,198
Timsort+xint,0.006857,100,runs-with-exp-len-1000,64,0,198
Timsort+xint,0.005496,100,runs-with-exp-len-1000,65,0,198
Timsort+xint,0.005743,100,runs-with-exp-len-1000,66,0,198
Timsort+xint,0.006466,100,runs-with-exp-len-1000,67,0,198
Timsort+xint,0.005565,100,runs-with-exp-len-1000,68,0,198
Timsort+xint,0.005512,100,runs-with-exp-len-1000,69,0,198
Timsort+xint,0.005632,100,runs-with-exp-len-1000,70,0,198
