algorithm,ms,n,input,input-num,merge-cost,comparison-cost
Timsort+xint,0.054582,100,runs-with-exp-len-1000,1,0,198
Timsort+xint,0.052073,100,runs-with-exp-len-1000,2,0,198
Timsort+xint,0.049131,100,runs-with-exp-len-1000,3,0,198
Timsort+xint,0.049166,100,runs-with-exp-len-1000,4,0,198
Timsort+xint,0.049077,100,runs-with-exp-len-1000,5,0,198
Timsort+xint,0.048613,100,runs-with-exp-len-1000,6,0,198
Timsort+xint,0.04901,100,runs-with-exp-len-1000,7,0,198
Timsort+xint,0.049303,100,runs-with-exp-len-1000,8,0,198
Timsort+xint,0.049434,100,runs-with-exp-len-1000,9,0,198
Timsort+xint,0.048813,100,runs-with-exp-len-1000,10,0,198
Timsort+xint,0.049203,100,runs-with-exp-len-1000,11,0,198
Timsort+xint,0.054305,100,runs-with-exp-len-1000,12,0,198
Timsort+xint,0.053433,100,runs-with-exp-len-1000,13,0,198
Timsort+xint,0.053265,100,runs-with-exp-len-1000,14,0,198
Timsort+xint,0.054227,100,runs-with-exp-len-1000,15,0,198
Timsort+xint,0.053394,100,runs-with-exp-len-1000,16,0,198
Timsort+xint,0.055129,100,runs-with-exp-len-1000,17,0,198
Timsort+xint,0.054382,100,runs-with-exp-len-1000,18,0,198
Timsort+xint,0.053945,100,runs-with-exp-len-1000,19,0,198
Timsort+xint,0.055328,100,runs-with-exp-len-1000,20,0,198
Timsort+xint,0.053298,100,runs-with-exp-len-1000,21,0,198
Timsort+xint,0.054698,100,runs-with-exp-len-1000,22,0,198
Timsort+xint,0.053771,100,runs-with-exp-len-1000,23,0,198
Timsort+xint,0.053445,100,runs-with-exp-len-1000,24,0,198
Timsort+xint,0.053656,100,runs-with-exp-len-1000,25,0,198
Timsort+xint,0.053567,100,runs-with-exp-len-1000,26,0,198
Timsort+xint,0.053263,100,runs-with-exp-len-1000,27,0,198
Timsort+xint,0.108684,100,runs-with-exp-len-1000,28,100,283
Timsort+xint,0.053583,100,runs-with-exp-len-1000,29,0,198
Timsort+xint,0.053453,100,runs-with-exp-len-1000,30,0,198
Timsort+xint,0.053446,100,runs-with-exp-len-1000,31,0,198
Timsort+xint,0.05374,100,runs-with-exp-len-1000,32,0,198
Timsort+xint,0.053735,100,runs-with-exp-len-1000,33,0,198
Timsort+xint,0.053282,100,runs-with-exp-len-1000,34,0,198
Timsort+xint,0.054109,100,runs-with-exp-len-1000,35,0,198
Timsort+xint,0.053244,100,runs-with-exp-len-1000,36,0,198
Timsort+xint,0.053222,100,runs-with-exp-len-1000,37,0,198
Timsort+xint,0.053583,100,runs-with-exp-len-1000,38,0,198
Timsort+xint,0.053423,100,runs-with-exp-len-1000,39,0,198
Timsort+xint,0.053529,100,runs-with-exp-len-1000,40,0,198
Timsort+xint,0.053131,100,runs-with-exp-len-1000,41,0,198
Timsort+xint,0.05313,100,runs-with-exp-len-1000,42,0,198
Timsort+xint,0.053779,100,runs-with-exp-len-1000,43,0,198
Timsort+xint,0.053952,100,runs-with-exp-len-1000,44,0,198
Timsort+xint,0.053747,100,runs-with-exp-len-1000,45,0,198
Timsort+xint,0.107103,100,runs-with-exp-len-1000,46,100,292
Timsort+xint,0.053637,100,runs-with-exp-len-1000,47,0,198
Timsort+xint,0.053309,100,runs-with-exp-len-1000,48,0,198
Timsort+xint,0.052758,100,runs-with-exp-len-1000,49,0,198
Timsort+xint,0.053628,100,runs-with-exp-len-1000,50,0,198
Timsort+xint,0.052967,100,runs-with-exp-len-1000,51,0,198
Timsort+xint,0.053502,100,runs-with-exp-len-1000,52,0,198
Timsort+xint,0.053394,100,runs-with-exp-len-1000,53,0,198
Timsort+xint,0.053506,100,runs-with-exp-len-1000,54,0,198
Timsort+xint,0.053796,100,runs-with-exp-len-1000,55,0,198
Timsort+xint,0.053184,100,runs-with-exp-len-1000,56,0,198
Timsort+xint,0.053345,100,runs-with-exp-len-1000,57,0,198
Timsort+xint,0.053322,100,runs-with-exp-len-1000,58,0,198
Timsort+xint,0.053732,100,runs-with-exp-len-1000,59,0,198
Timsort+xint,0.053192,100,runs-with-exp-len-1000,60,0,198
