algorithm,ms,n,input,input-num
Timsort,186.201709,1000000,runs-with-exp-len-1000,33
Timsort,174.540239,1000000,runs-with-exp-len-1000,34
Timsort,161.89181,1000000,runs-with-exp-len-1000,35
Timsort,178.921919,1000000,runs-with-exp-len-1000,36
Timsort,158.518983,1000000,runs-with-exp-len-1000,37
Timsort,167.926861,1000000,runs-with-exp-len-1000,38
Timsort,164.566981,1000000,runs-with-exp-len-1000,39
Timsort,157.68746,1000000,runs-with-exp-len-1000,40
Timsort,160.537608,1000000,runs-with-exp-len-1000,41
Timsort,161.30157,1000000,runs-with-exp-len-1000,42
Timsort,162.799456,1000000,runs-with-exp-len-1000,43
Timsort,163.69794,1000000,runs-with-exp-len-1000,44
Timsort,159.070298,1000000,runs-with-exp-len-1000,45
Timsort,180.094359,1000000,runs-with-exp-len-1000,46
Timsort,157.129764,1000000,runs-with-exp-len-1000,47
Timsort,161.982145,1000000,runs-with-exp-len-1000,48
Timsort,156.889151,1000000,runs-with-exp-len-1000,49
Timsort,164.541137,1000000,runs-with-exp-len-1000,50
Timsort,267.011274,1000000,runs-with-exp-len-1000,51
Timsort,155.00851,1000000,runs-with-exp-len-1000,52
Timsort,155.960781,1000000,runs-with-exp-len-1000,53
Timsort,206.978685,1000000,runs-with-exp-len-1000,54
Timsort,166.187296,1000000,runs-with-exp-len-1000,55
Timsort,151.921881,1000000,runs-with-exp-len-1000,56
Timsort,156.090083,1000000,runs-with-exp-len-1000,57
Timsort,157.249841,1000000,runs-with-exp-len-1000,58
Timsort,168.299625,1000000,runs-with-exp-len-1000,59
Timsort,161.128377,1000000,runs-with-exp-len-1000,60
Timsort,159.949537,1000000,runs-with-exp-len-1000,61
Timsort,171.825617,1000000,runs-with-exp-len-1000,62
Timsort,152.252925,1000000,runs-with-exp-len-1000,63
Timsort,155.517897,1000000,runs-with-exp-len-1000,64
Timsort,165.062716,1000000,runs-with-exp-len-1000,65
Timsort,162.446894,1000000,runs-with-exp-len-1000,66
Timsort,191.212868,1000000,runs-with-exp-len-1000,67
Timsort,170.104581,1000000,runs-with-exp-len-1000,68
Timsort,154.801439,1000000,runs-with-exp-len-1000,69
Timsort,181.377323,1000000,runs-with-exp-len-1000,70
Timsort,153.476975,1000000,runs-with-exp-len-1000,71
Timsort,163.816427,1000000,runs-with-exp-len-1000,72
Timsort,164.541507,1000000,runs-with-exp-len-1000,73
Timsort,162.322833,1000000,runs-with-exp-len-1000,74
Timsort,235.910812,1000000,runs-with-exp-len-1000,75
Timsort,171.026455,1000000,runs-with-exp-len-1000,76
Timsort,167.336705,1000000,runs-with-exp-len-1000,77
Timsort,168.231966,1000000,runs-with-exp-len-1000,78
Timsort,162.19508,1000000,runs-with-exp-len-1000,79
Timsort,163.833352,1000000,runs-with-exp-len-1000,80
Timsort,161.812876,1000000,runs-with-exp-len-1000,81
Timsort,161.070304,1000000,runs-with-exp-len-1000,82
Timsort,171.412451,1000000,runs-with-exp-len-1000,83
Timsort,166.26681,1000000,runs-with-exp-len-1000,84
Timsort,155.589021,1000000,runs-with-exp-len-1000,85
