algorithm,ms,n,input,input-num
Powersort,401.887474,1000000,random-permutations,1
Powersort,435.606865,1000000,random-permutations,2
Powersort,389.749488,1000000,random-permutations,3
Powersort,395.821146,1000000,random-permutations,4
Powersort,397.217176,1000000,random-permutations,5
Powersort,394.695603,1000000,random-permutations,6
Powersort,386.745559,1000000,random-permutations,7
Powersort,384.082086,1000000,random-permutations,8
Powersort,387.499069,1000000,random-permutations,9
Powersort,381.804858,1000000,random-permutations,10
Powersort,374.007683,1000000,random-permutations,11
Powersort,387.569248,1000000,random-permutations,12
Powersort,386.572596,1000000,random-permutations,13
Powersort,390.435693,1000000,random-permutations,14
Powersort,391.277081,1000000,random-permutations,15
Powersort,394.174311,1000000,random-permutations,16
Powersort,385.922088,1000000,random-permutations,17
Powersort,416.447394,1000000,random-permutations,18
Powersort,387.149774,1000000,random-permutations,19
Powersort,389.103149,1000000,random-permutations,20
Powersort,410.130119,1000000,random-permutations,21
Powersort,388.206429,1000000,random-permutations,22
Powersort,401.361662,1000000,random-permutations,23
Powersort,390.775351,1000000,random-permutations,24
Powersort,384.864638,1000000,random-permutations,25
Powersort,398.946617,1000000,random-permutations,26
Powersort,385.881287,1000000,random-permutations,27
Powersort,409.924524,1000000,random-permutations,28
Powersort,382.756319,1000000,random-permutations,29
Powersort,381.562936,1000000,random-permutations,30
Powersort,464.565456,1000000,random-permutations,31
Powersort,382.300522,1000000,random-permutations,32
Powersort,384.578125,1000000,random-permutations,33
Powersort,386.300632,1000000,random-permutations,34
Powersort,391.157249,1000000,random-permutations,35
Powersort,386.424365,1000000,random-permutations,36
Powersort,392.532441,1000000,random-permutations,37
Powersort,394.936347,1000000,random-permutations,38
Powersort,385.288502,1000000,random-permutations,39
Powersort,388.687884,1000000,random-permutations,40
Powersort,389.315047,1000000,random-permutations,41
Powersort,382.682741,1000000,random-permutations,42
Powersort,403.827273,1000000,random-permutations,43
Powersort,385.140227,1000000,random-permutations,44
Powersort,394.509983,1000000,random-permutations,45
Powersort,397.969812,1000000,random-permutations,46
Powersort,451.633079,1000000,random-permutations,47
Powersort,389.18972,1000000,random-permutations,48
Powersort,383.049257,1000000,random-permutations,49
Powersort,487.560929,1000000,random-permutations,50
Powersort,402.8766,1000000,random-permutations,51
Powersort,382.695759,1000000,random-permutations,52
Powersort,372.388965,1000000,random-permutations,53
Powersort,384.56538,1000000,random-permutations,54
Powersort,383.213943,1000000,random-permutations,55
Powersort,386.972787,1000000,random-permutations,56
Powersort,393.505676,1000000,random-permutations,57
Powersort,384.184138,1000000,random-permutations,58
Powersort,383.940453,1000000,random-permutations,59
Powersort,400.215619,1000000,random-permutations,60
Powersort,394.195301,1000000,random-permutations,61
Powersort,409.139072,1000000,random-permutations,62
Powersort,387.319879,1000000,random-permutations,63
Powersort,455.33128,1000000,random-permutations,64
Powersort,400.236556,1000000,random-permutations,65
Powersort,381.324028,1000000,random-permutations,66
Powersort,415.551899,1000000,random-permutations,67
Powersort,420.855916,1000000,random-permutations,68
Powersort,395.209341,1000000,random-permutations,69
Powersort,394.431382,1000000,random-permutations,70
Powersort,396.698335,1000000,random-permutations,71
Powersort,396.72119,1000000,random-permutations,72
Powersort,361.009713,1000000,random-permutations,73
Powersort,389.309265,1000000,random-permutations,74
Powersort,393.988663,1000000,random-permutations,75
Powersort,395.885692,1000000,random-permutations,76
Powersort,412.688188,1000000,random-permutations,77
Powersort,455.965073,1000000,random-permutations,78
Powersort,395.712318,1000000,random-permutations,79
Powersort,408.443185,1000000,random-permutations,80
Powersort,413.517871,1000000,random-permutations,81
Powersort,422.747705,1000000,random-permutations,82
Powersort,397.389947,1000000,random-permutations,83
Powersort,416.461538,1000000,random-permutations,84
Powersort,407.701056,1000000,random-permutations,85
Powersort,395.893231,1000000,random-permutations,86
Powersort,391.202037,1000000,random-permutations,87
Powersort,417.380108,1000000,random-permutations,88
Powersort,408.526336,1000000,random-permutations,89
Powersort,397.680063,1000000,random-permutations,90
Powersort,393.109976,1000000,random-permutations,91
Powersort,391.269915,1000000,random-permutations,92
Powersort,407.291971,1000000,random-permutations,93
Powersort,386.978481,1000000,random-permutations,94
Powersort,384.537237,1000000,random-permutations,95
Powersort,387.322136,1000000,random-permutations,96
Powersort,397.991579,1000000,random-permutations,97
Powersort,413.874002,1000000,random-permutations,98
Powersort,425.811818,1000000,random-permutations,99
#finished: -2023-04-02_17-53-54 Average ms: 397.92740598999995
