algorithm,ms,n,input,input-num
Powersort,355.564125,1000000,runs-with-exp-len-20,35
Powersort,368.027929,1000000,runs-with-exp-len-20,36
Powersort,346.887867,1000000,runs-with-exp-len-20,37
Powersort,336.502317,1000000,runs-with-exp-len-20,38
Powersort,419.664217,1000000,runs-with-exp-len-20,39
Powersort,336.949669,1000000,runs-with-exp-len-20,40
Powersort,350.610709,1000000,runs-with-exp-len-20,41
Powersort,325.301574,1000000,runs-with-exp-len-20,42
Powersort,317.819616,1000000,runs-with-exp-len-20,43
Powersort,325.081012,1000000,runs-with-exp-len-20,44
Powersort,417.013542,1000000,runs-with-exp-len-20,45
Powersort,336.708219,1000000,runs-with-exp-len-20,46
Powersort,410.217805,1000000,runs-with-exp-len-20,47
Powersort,380.062257,1000000,runs-with-exp-len-20,48
Powersort,330.147105,1000000,runs-with-exp-len-20,49
Powersort,366.329348,1000000,runs-with-exp-len-20,50
Powersort,401.735381,1000000,runs-with-exp-len-20,51
Powersort,427.500676,1000000,runs-with-exp-len-20,52
Powersort,339.471563,1000000,runs-with-exp-len-20,53
Powersort,333.349216,1000000,runs-with-exp-len-20,54
Powersort,318.441972,1000000,runs-with-exp-len-20,55
Powersort,329.433052,1000000,runs-with-exp-len-20,56
Powersort,349.553612,1000000,runs-with-exp-len-20,57
Powersort,319.950845,1000000,runs-with-exp-len-20,58
Powersort,323.228401,1000000,runs-with-exp-len-20,59
Powersort,316.758247,1000000,runs-with-exp-len-20,60
Powersort,327.184818,1000000,runs-with-exp-len-20,61
Powersort,314.586382,1000000,runs-with-exp-len-20,62
Powersort,317.708867,1000000,runs-with-exp-len-20,63
Powersort,320.569785,1000000,runs-with-exp-len-20,64
Powersort,320.944643,1000000,runs-with-exp-len-20,65
Powersort,321.482215,1000000,runs-with-exp-len-20,66
Powersort,320.859659,1000000,runs-with-exp-len-20,67
Powersort,317.062409,1000000,runs-with-exp-len-20,68
Powersort,323.426261,1000000,runs-with-exp-len-20,69
Powersort,324.050508,1000000,runs-with-exp-len-20,70
Powersort,322.071653,1000000,runs-with-exp-len-20,71
Powersort,315.389843,1000000,runs-with-exp-len-20,72
Powersort,374.658024,1000000,runs-with-exp-len-20,73
Powersort,330.066727,1000000,runs-with-exp-len-20,74
Powersort,316.591615,1000000,runs-with-exp-len-20,75
Powersort,323.405674,1000000,runs-with-exp-len-20,76
Powersort,395.414078,1000000,runs-with-exp-len-20,77
Powersort,336.463038,1000000,runs-with-exp-len-20,78
Powersort,321.482791,1000000,runs-with-exp-len-20,79
Powersort,316.746502,1000000,runs-with-exp-len-20,80
Powersort,340.893227,1000000,runs-with-exp-len-20,81
Powersort,337.19988,1000000,runs-with-exp-len-20,82
Powersort,313.818596,1000000,runs-with-exp-len-20,83
Powersort,328.184779,1000000,runs-with-exp-len-20,84
Powersort,326.774492,1000000,runs-with-exp-len-20,85
