algorithm,ms,n,input,input-num
Powersort,395.678737,1000000,random-permutations,1
Powersort,399.623874,1000000,random-permutations,2
Powersort,382.406204,1000000,random-permutations,3
Powersort,395.512072,1000000,random-permutations,4
Powersort,403.094176,1000000,random-permutations,5
Powersort,382.515682,1000000,random-permutations,6
Powersort,383.872764,1000000,random-permutations,7
Powersort,385.804495,1000000,random-permutations,8
Powersort,378.036269,1000000,random-permutations,9
Powersort,383.377662,1000000,random-permutations,10
Powersort,370.065021,1000000,random-permutations,11
Powersort,396.028919,1000000,random-permutations,12
Powersort,381.36443,1000000,random-permutations,13
Powersort,387.163004,1000000,random-permutations,14
Powersort,395.238007,1000000,random-permutations,15
Powersort,413.325699,1000000,random-permutations,16
Powersort,386.808874,1000000,random-permutations,17
Powersort,386.555229,1000000,random-permutations,18
Powersort,384.71865,1000000,random-permutations,19
Powersort,382.921585,1000000,random-permutations,20
Powersort,382.702366,1000000,random-permutations,21
Powersort,381.924014,1000000,random-permutations,22
Powersort,384.371751,1000000,random-permutations,23
Powersort,380.999288,1000000,random-permutations,24
Powersort,379.07033,1000000,random-permutations,25
Powersort,396.59605,1000000,random-permutations,26
Powersort,378.221744,1000000,random-permutations,27
Powersort,387.050093,1000000,random-permutations,28
Powersort,431.639197,1000000,random-permutations,29
Powersort,420.493252,1000000,random-permutations,30
Powersort,418.870152,1000000,random-permutations,31
Powersort,385.819339,1000000,random-permutations,32
Powersort,384.648192,1000000,random-permutations,33
Powersort,381.355797,1000000,random-permutations,34
Powersort,379.944036,1000000,random-permutations,35
Powersort,388.311637,1000000,random-permutations,36
Powersort,381.049191,1000000,random-permutations,37
Powersort,393.953403,1000000,random-permutations,38
Powersort,382.852697,1000000,random-permutations,39
Powersort,405.374325,1000000,random-permutations,40
Powersort,380.572142,1000000,random-permutations,41
Powersort,388.441553,1000000,random-permutations,42
Powersort,385.084025,1000000,random-permutations,43
Powersort,390.15908,1000000,random-permutations,44
Powersort,384.142111,1000000,random-permutations,45
Powersort,387.652542,1000000,random-permutations,46
Powersort,551.83309,1000000,random-permutations,47
Powersort,383.385675,1000000,random-permutations,48
Powersort,386.046232,1000000,random-permutations,49
Powersort,386.343018,1000000,random-permutations,50
Powersort,386.878143,1000000,random-permutations,51
Powersort,384.2877,1000000,random-permutations,52
Powersort,401.889203,1000000,random-permutations,53
Powersort,384.051306,1000000,random-permutations,54
Powersort,458.148718,1000000,random-permutations,55
Powersort,394.088987,1000000,random-permutations,56
Powersort,395.410236,1000000,random-permutations,57
Powersort,387.522145,1000000,random-permutations,58
Powersort,393.475548,1000000,random-permutations,59
Powersort,386.637338,1000000,random-permutations,60
Powersort,400.330627,1000000,random-permutations,61
Powersort,391.79419,1000000,random-permutations,62
Powersort,381.881506,1000000,random-permutations,63
Powersort,369.361834,1000000,random-permutations,64
Powersort,380.641264,1000000,random-permutations,65
Powersort,385.338027,1000000,random-permutations,66
Powersort,387.202377,1000000,random-permutations,67
Powersort,401.736894,1000000,random-permutations,68
Powersort,417.510029,1000000,random-permutations,69
Powersort,413.315628,1000000,random-permutations,70
Powersort,402.845018,1000000,random-permutations,71
Powersort,410.892359,1000000,random-permutations,72
Powersort,429.43447,1000000,random-permutations,73
Powersort,415.146544,1000000,random-permutations,74
Powersort,409.990739,1000000,random-permutations,75
Powersort,413.707957,1000000,random-permutations,76
Powersort,416.112361,1000000,random-permutations,77
Powersort,402.308507,1000000,random-permutations,78
Powersort,413.620169,1000000,random-permutations,79
Powersort,395.519119,1000000,random-permutations,80
Powersort,400.340062,1000000,random-permutations,81
Powersort,396.945301,1000000,random-permutations,82
Powersort,395.377338,1000000,random-permutations,83
Powersort,394.726004,1000000,random-permutations,84
Powersort,403.836701,1000000,random-permutations,85
Powersort,413.147546,1000000,random-permutations,86
Powersort,399.17705,1000000,random-permutations,87
Powersort,399.780573,1000000,random-permutations,88
Powersort,400.524602,1000000,random-permutations,89
Powersort,424.372314,1000000,random-permutations,90
Powersort,402.093889,1000000,random-permutations,91
Powersort,418.799331,1000000,random-permutations,92
Powersort,429.910762,1000000,random-permutations,93
Powersort,378.666076,1000000,random-permutations,94
Powersort,381.538061,1000000,random-permutations,95
Powersort,405.556178,1000000,random-permutations,96
Powersort,377.565496,1000000,random-permutations,97
Powersort,375.777157,1000000,random-permutations,98
Powersort,375.350849,1000000,random-permutations,99
#finished: -2023-04-02_17-40-11
