algorithm,ms,n,input,input-num
Powersort+MinRun=16,555.923206,1000000,random-permutations,1
Powersort+MinRun=16,485.688289,1000000,random-permutations,2
Powersort+MinRun=16,470.308125,1000000,random-permutations,3
Powersort+MinRun=16,462.009556,1000000,random-permutations,4
Powersort+MinRun=16,440.707536,1000000,random-permutations,5
Powersort+MinRun=16,412.972875,1000000,random-permutations,6
Powersort+MinRun=16,457.840848,1000000,random-permutations,7
Powersort+MinRun=16,431.627453,1000000,random-permutations,8
Powersort+MinRun=16,426.237666,1000000,random-permutations,9
Powersort+MinRun=16,417.62289,1000000,random-permutations,10
Powersort+MinRun=16,391.099031,1000000,random-permutations,11
Powersort+MinRun=16,410.178495,1000000,random-permutations,12
Powersort+MinRun=16,380.655518,1000000,random-permutations,13
Powersort+MinRun=16,399.763457,1000000,random-permutations,14
Powersort+MinRun=16,402.878698,1000000,random-permutations,15
Powersort+MinRun=16,425.46847,1000000,random-permutations,16
Powersort+MinRun=16,417.580779,1000000,random-permutations,17
Powersort+MinRun=16,422.566877,1000000,random-permutations,18
Powersort+MinRun=16,402.310895,1000000,random-permutations,19
Powersort+MinRun=16,443.198151,1000000,random-permutations,20
Powersort+MinRun=16,412.516086,1000000,random-permutations,21
Powersort+MinRun=16,592.239963,1000000,random-permutations,22
Powersort+MinRun=16,421.515518,1000000,random-permutations,23
Powersort+MinRun=16,387.314261,1000000,random-permutations,24
Powersort+MinRun=16,407.677545,1000000,random-permutations,25
Powersort+MinRun=16,403.212833,1000000,random-permutations,26
Powersort+MinRun=16,423.359364,1000000,random-permutations,27
Powersort+MinRun=16,383.019969,1000000,random-permutations,28
Powersort+MinRun=16,380.723877,1000000,random-permutations,29
Powersort+MinRun=16,441.767391,1000000,random-permutations,30
Powersort+MinRun=16,405.40721,1000000,random-permutations,31
Powersort+MinRun=16,407.092362,1000000,random-permutations,32
Powersort+MinRun=16,363.979866,1000000,random-permutations,33
Powersort+MinRun=16,396.919735,1000000,random-permutations,34
Powersort+MinRun=16,377.259542,1000000,random-permutations,35
