algorithm,ms,n,input,input-num,merge-cost,comparison-cost
Powersort+costs,427.157708,1000000,random-permutations,1,15058251,19653792
Powersort+costs,549.477377,1000000,random-permutations,2,15058251,19652678
Powersort+costs,431.263269,1000000,random-permutations,3,15058251,19652105
Powersort+costs,473.882689,1000000,random-permutations,4,15058251,19653382
Powersort+costs,426.395771,1000000,random-permutations,5,15058251,19652708
Powersort+costs,417.186702,1000000,random-permutations,6,15058251,19652484
Powersort+costs,433.277544,1000000,random-permutations,7,15058251,19653821
Powersort+costs,435.532485,1000000,random-permutations,8,15058251,19652564
Powersort+costs,411.696936,1000000,random-permutations,9,15058251,19653580
Powersort+costs,406.684132,1000000,random-permutations,10,15058251,19653298
Powersort+costs,445.36723,1000000,random-permutations,11,15058251,19652595
Powersort+costs,383.837466,1000000,random-permutations,12,15058251,19653565
Powersort+costs,385.979865,1000000,random-permutations,13,15058251,19652840
Powersort+costs,380.486855,1000000,random-permutations,14,15058251,19652757
Powersort+costs,413.551522,1000000,random-permutations,15,15058251,19653668
Powersort+costs,439.644852,1000000,random-permutations,16,15058251,19652248
Powersort+costs,430.227658,1000000,random-permutations,17,15058251,19652401
Powersort+costs,421.412592,1000000,random-permutations,18,15058251,19652825
Powersort+costs,412.452769,1000000,random-permutations,19,15058251,19652320
Powersort+costs,419.656886,1000000,random-permutations,20,15058251,19652118
Powersort+costs,412.800949,1000000,random-permutations,21,15058251,19653166
Powersort+costs,475.393673,1000000,random-permutations,22,15058251,19652159
Powersort+costs,416.322444,1000000,random-permutations,23,15058251,19652927
Powersort+costs,417.383746,1000000,random-permutations,24,15058251,19652726
Powersort+costs,401.003116,1000000,random-permutations,25,15058251,19653344
Powersort+costs,414.303484,1000000,random-permutations,26,15058251,19651711
Powersort+costs,426.739175,1000000,random-permutations,27,15058251,19652374
Powersort+costs,401.617867,1000000,random-permutations,28,15058251,19652345
Powersort+costs,393.265159,1000000,random-permutations,29,15058251,19652690
Powersort+costs,415.814844,1000000,random-permutations,30,15058251,19652969
Powersort+costs,405.228268,1000000,random-permutations,31,15058251,19652020
Powersort+costs,395.237283,1000000,random-permutations,32,15058251,19653203
Powersort+costs,413.548673,1000000,random-permutations,33,15058251,19652428
Powersort+costs,465.869344,1000000,random-permutations,34,15058251,19651969
Powersort+costs,420.69787,1000000,random-permutations,35,15058251,19652793
Powersort+costs,409.669247,1000000,random-permutations,36,15058251,19652933
Powersort+costs,401.152549,1000000,random-permutations,37,15058251,19651647
Powersort+costs,393.068939,1000000,random-permutations,38,15058251,19654475
Powersort+costs,389.541557,1000000,random-permutations,39,15058251,19651711
Powersort+costs,387.949227,1000000,random-permutations,40,15058251,19652387
Powersort+costs,391.534222,1000000,random-permutations,41,15058251,19652163
Powersort+costs,382.116788,1000000,random-permutations,42,15058251,19652219
Powersort+costs,380.841119,1000000,random-permutations,43,15058251,19652508
Powersort+costs,378.874719,1000000,random-permutations,44,15058251,19652060
Powersort+costs,382.838004,1000000,random-permutations,45,15058251,19652700
Powersort+costs,380.932464,1000000,random-permutations,46,15058251,19652503
Powersort+costs,388.589105,1000000,random-permutations,47,15058251,19653016
Powersort+costs,394.570492,1000000,random-permutations,48,15058251,19653019
Powersort+costs,388.229806,1000000,random-permutations,49,15058251,19652828
Powersort+costs,385.721517,1000000,random-permutations,50,15058251,19653309
Powersort+costs,388.550082,1000000,random-permutations,51,15058251,19652392
Powersort+costs,386.254276,1000000,random-permutations,52,15058251,19652519
